id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value,attributes/3/trait_type,attributes/3/value,attributes/4/trait_type,attributes/4/value,attributes/5/trait_type,attributes/5/value
724,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Zandoan F,Light,Bright,Weather,Clear
725,Planet,Ozara North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Kitan F,Light,Clear,Weather,Clear
726,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Clear
727,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Clear
728,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Pampan F,Light,Noonlight,Weather,Clear
729,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cristallian F,Light,Clear,Weather,Desert dust
730,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Lusan M,Light,Bright,Weather,Desert dust
731,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Lusan F,Light,Bright,Weather,Clear
732,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Minasan M,Light,Clear,Weather,Desert dust
733,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Gredican F,Light,Bright,Weather,Clear
734,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
735,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian F,Light,Noonlight,Weather,Clear
736,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
737,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Minasan M,Light,Clear,Weather,Clear
738,Planet,Ozara South,Object,Staff of Zando,Rarity,16,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
739,Planet,Ozara South,Object,Minasan Bow,Rarity,18,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
740,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
741,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Desert dust
742,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Minasan F,Light,Bright,Weather,Clear
743,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Clear
744,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Zandoan F,Light,Bright,Weather,Clear
745,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
746,Planet,Ozara North,Object,SST Fishing Pole,Rarity,30,Inhabitant,Minasan M,Light,Noonlight,Weather,Clear
747,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Clear
748,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Minasan M,Light,Bright,Weather,Desert dust
749,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Cristallian F,Light,Clear,Weather,Desert dust
750,Planet,Ozara North,Object,SST Fishing Pole,Rarity,30,Inhabitant,Cruthan M,Light,Noonlight,Weather,Clear
751,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cruthan M,Light,Bright,Weather,Desert dust
752,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Clear
753,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Kitan M,Light,Bright,Weather,Desert winds
754,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
755,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Gredican M,Light,Noonlight,Weather,Clear
756,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
757,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Kitan M,Light,Clear,Weather,Clear
758,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan F,Light,Bright,Weather,Clear
759,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Minasan F,Light,Bright,Weather,Clear
760,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Ozaran F,Light,Noonlight,Weather,Desert dust
761,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Clear
762,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Pampan F,Light,Clear,Weather,Clear
763,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Ozaran M,Light,Bright,Weather,Desert winds
764,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Pampan F,Light,Ozaran sun,Weather,Desert dust
765,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Kitan F,Light,Clear,Weather,Clear
766,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Kitan M,Light,Noonlight,Weather,Desert dust
767,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Clear
768,Planet,Ozara South,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Pampan F,Light,Clear,Weather,Clear
769,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Minasan F,Light,Bright,Weather,Desert dust
770,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Kitan M,Light,Clear,Weather,Desert dust
771,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
772,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Pampan M,Light,Noonlight,Weather,Clear
773,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
774,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
775,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Minasan F,Light,Clear,Weather,Clear
776,Planet,Ozara North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Lusan M,Light,Ozaran sun,Weather,Desert dust
777,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Sindarin F,Light,Noonlight,Weather,Desert dust
778,Planet,Ozara North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Pampan F,Light,Bright,Weather,Clear
779,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Desert winds
780,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan F,Light,Noonlight,Weather,Desert dust
781,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Desert dust
782,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Desert winds
783,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
784,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Lusan F,Light,Bright,Weather,Clear
785,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Gredican F,Light,Bright,Weather,Clear
786,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
787,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert dust
788,Planet,Ozara South,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Gredican M,Light,Noonlight,Weather,Desert dust
789,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Gredican M,Light,Clear,Weather,Clear
790,Planet,Ozara South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Lusan F,Light,Noonlight,Weather,Desert dust
791,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Lusan F,Light,Bright,Weather,Clear
792,Planet,Ozara North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Gredican F,Light,Clear,Weather,Clear
793,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Lusan M,Light,Noonlight,Weather,Clear
794,Planet,Ozara South,Object,Sindarin Flame Thrower,Rarity,35,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
795,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Ozaran M,Light,Clear,Weather,Clear
796,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Cruthan F,Light,Bright,Weather,Desert dust
797,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cristallian F,Light,Noonlight,Weather,Desert dust
798,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Ozaran M,Light,Noonlight,Weather,Clear
799,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Pampan F,Light,Ozaran sun,Weather,Desert dust
800,Planet,Ozara South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Kitan F,Light,Clear,Weather,Clear
801,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Desert dust
802,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Cristallian M,Light,Clear,Weather,Desert winds
803,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Desert dust
804,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Kitan F,Light,Noonlight,Weather,Desert dust
805,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Lusan M,Light,Clear,Weather,Clear
806,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
807,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Gredican M,Light,Ozaran sun,Weather,Clear
808,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Ozaran F,Light,Bright,Weather,Desert dust
809,Planet,Ozara North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Cristallian F,Light,Bright,Weather,Clear
810,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Ozaran F,Light,Bright,Weather,Desert winds
811,Planet,Ozara South,Object,Sindarin Flame Thrower,Rarity,35,Inhabitant,Pampan M,Light,Clear,Weather,Clear
812,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Sindarin M,Light,Clear,Weather,Desert dust
813,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican M,Light,Noonlight,Weather,Clear
814,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
815,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
816,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Cristallian M,Light,Bright,Weather,Desert dust
817,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Minasan F,Light,Clear,Weather,Clear
818,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Cristallian F,Light,Clear,Weather,Desert dust
819,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Kitan F,Light,Noonlight,Weather,Desert dust
820,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Cruthan M,Light,Clear,Weather,Desert dust
821,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Zandoan M,Light,Ozaran sun,Weather,Clear
822,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Ozaran F,Light,Clear,Weather,Clear
823,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Sindarin M,Light,Noonlight,Weather,Clear
824,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Minasan M,Light,Noonlight,Weather,Clear
825,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Kitan M,Light,Bright,Weather,Clear
826,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian F,Light,Noonlight,Weather,Desert winds
827,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Cristallian M,Light,Noonlight,Weather,Clear
828,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Kitan M,Light,Bright,Weather,Desert dust
829,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
830,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
831,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Desert dust
832,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan M,Light,Bright,Weather,Clear
833,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Zandoan F,Light,Clear,Weather,Desert dust
834,Planet,Ozara North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Ozaran F,Light,Clear,Weather,Desert dust
835,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan F,Light,Bright,Weather,Clear
836,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Ozaran M,Light,Bright,Weather,Desert dust
837,Planet,Ozara South,Object,Minasan Bow,Rarity,18,Inhabitant,Pampan F,Light,Noonlight,Weather,Clear
838,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Clear
839,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
840,Planet,Ozara South,Object,Sindarin Flame Thrower,Rarity,35,Inhabitant,Ozaran M,Light,Noonlight,Weather,Desert dust
841,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Clear
842,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Kitan F,Light,Clear,Weather,Clear
843,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Minasan F,Light,Noonlight,Weather,Clear
844,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Desert dust
845,Planet,Ozara South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Lusan M,Light,Bright,Weather,Clear
846,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Kitan M,Light,Noonlight,Weather,Desert winds
847,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Kitan F,Light,Noonlight,Weather,Desert dust
848,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Pampan F,Light,Bright,Weather,Clear
849,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Gredican M,Light,Noonlight,Weather,Desert dust
850,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Clear
851,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Cristallian M,Light,Noonlight,Weather,Clear
852,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Minasan F,Light,Noonlight,Weather,Clear
853,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Gredican M,Light,Clear,Weather,Clear
854,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Pampan M,Light,Noonlight,Weather,Desert dust
855,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Desert winds
856,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan M,Light,Bright,Weather,Clear
857,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Zandoan M,Light,Noonlight,Weather,Desert dust
858,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Kitan M,Light,Clear,Weather,Desert dust
859,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Zandoan M,Light,Clear,Weather,Desert dust
860,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Ozaran M,Light,Bright,Weather,Desert dust
861,Planet,Ozara South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Clear
862,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Zandoan M,Light,Bright,Weather,Clear
863,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
864,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Minasan M,Light,Clear,Weather,Clear
865,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan M,Light,Noonlight,Weather,Desert dust
866,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Zandoan M,Light,Noonlight,Weather,Clear
867,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Kitan M,Light,Clear,Weather,Clear
868,Planet,Ozara South,Object,Gredican Sword,Rarity,28,Inhabitant,Ozaran F,Light,Bright,Weather,Desert dust
869,Planet,Ozara South,Object,Minasan Bow,Rarity,18,Inhabitant,Zandoan F,Light,Clear,Weather,Clear
870,Planet,Ozara South,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Gredican F,Light,Bright,Weather,Clear
871,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Lusan F,Light,Bright,Weather,Desert dust
872,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cruthan M,Light,Clear,Weather,Desert dust
873,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Lusan F,Light,Clear,Weather,Desert winds
874,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Clear
875,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
876,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Kitan M,Light,Noonlight,Weather,Desert dust
877,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Minasan M,Light,Clear,Weather,Desert winds
878,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
879,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Lusan M,Light,Bright,Weather,Desert dust
880,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Lusan F,Light,Noonlight,Weather,Clear
881,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
882,Planet,Ozara North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Pampan F,Light,Ozaran sun,Weather,Clear
883,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
884,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Sindarin M,Light,Ozaran sun,Weather,Desert dust
885,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
886,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Ozaran F,Light,Noonlight,Weather,Clear
887,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Pampan F,Light,Ozaran sun,Weather,Desert dust
888,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Kitan F,Light,Clear,Weather,Clear
889,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Lusan M,Light,Ozaran sun,Weather,Clear
890,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Clear
891,Planet,Ozara South,Object,Cristallian Ray Gun,Rarity,33,Inhabitant,Zandoan M,Light,Noonlight,Weather,Desert dust
892,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
893,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Zandoan M,Light,Bright,Weather,Clear
894,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Gredican M,Light,Clear,Weather,Clear
895,Planet,Ozara North,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
896,Planet,Ozara South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Minasan F,Light,Bright,Weather,Desert dust
897,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cruthan F,Light,Noonlight,Weather,Desert dust
898,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Minasan F,Light,Clear,Weather,Clear
899,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan M,Light,Bright,Weather,Clear
900,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Gredican M,Light,Clear,Weather,Clear
901,Planet,Ozara South,Object,Minasan Bow,Rarity,18,Inhabitant,Minasan M,Light,Clear,Weather,Clear
902,Planet,Ozara South,Object,Staff of Zando,Rarity,16,Inhabitant,Sindarin M,Light,Clear,Weather,Desert dust
903,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Clear
904,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Lusan M,Light,Clear,Weather,Desert winds
905,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Gredican F,Light,Noonlight,Weather,Desert dust
906,Planet,Ozara South,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert winds
907,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
908,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
909,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Sindarin M,Light,Noonlight,Weather,Desert dust
910,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan F,Light,Noonlight,Weather,Desert dust
911,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Kitan M,Light,Bright,Weather,Desert winds
912,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Cristallian M,Light,Bright,Weather,Desert dust
913,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Gredican F,Light,Clear,Weather,Clear
914,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Ozaran M,Light,Ozaran sun,Weather,Clear
915,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
