id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value
1925,Planet,Sindari North,Rarity,28,Inhabitant,Ozaran M
1926,Planet,Sindari South,Rarity,7,Inhabitant,Kitan F
1927,Planet,Sindari North,Rarity,10,Inhabitant,Gredican M
1928,Planet,Sindari South,Rarity,15,Inhabitant,Cruthan F
1929,Planet,Sindari North,Rarity,8,Inhabitant,Kitan F
1930,Planet,Sindari North,Rarity,12,Inhabitant,Kitan F
1931,Planet,Sindari South,Rarity,15,Inhabitant,Minasan M
1932,Planet,Sindari North,Rarity,25,Inhabitant,Minasan M
1933,Planet,Sindari South,Rarity,22,Inhabitant,Lusan M
1934,Planet,Sindari North,Rarity,7,Inhabitant,Gredican M
1935,Planet,Sindari North,Rarity,18,Inhabitant,Cruthan F
1936,Planet,Sindari South,Rarity,8,Inhabitant,Zandoan F
1937,Planet,Sindari South,Rarity,32,Inhabitant,Pampan M
1938,Planet,Sindari North,Rarity,3,Inhabitant,Zandoan M
1939,Planet,Sindari North,Rarity,24,Inhabitant,Ozaran M
1940,Planet,Sindari North,Rarity,32,Inhabitant,Ozaran F
1941,Planet,Sindari North,Rarity,10,Inhabitant,Zandoan M
1942,Planet,Sindari South,Rarity,12,Inhabitant,Sindarin F
1943,Planet,Sindari South,Rarity,36,Inhabitant,Gredican F
1944,Planet,Sindari North,Rarity,5,Inhabitant,Zandoan M
1945,Planet,Sindari North,Rarity,18,Inhabitant,Pampan M
1946,Planet,Sindari South,Rarity,27,Inhabitant,Lusan M
1947,Planet,Sindari South,Rarity,17,Inhabitant,Ozaran F
1948,Planet,Sindari North,Rarity,19,Inhabitant,Sindarin M
1949,Planet,Sindari North,Rarity,18,Inhabitant,Gredican F
1950,Planet,Sindari South,Rarity,7,Inhabitant,Gredican M
1951,Planet,Sindari South,Rarity,17,Inhabitant,Sindarin M
1952,Planet,Sindari South,Rarity,9,Inhabitant,Gredican M
1953,Planet,Sindari South,Rarity,18,Inhabitant,Minasan M
1954,Planet,Sindari South,Rarity,4,Inhabitant,Cruthan F
1955,Planet,Sindari South,Rarity,2,Inhabitant,Sindarin M
1956,Planet,Sindari South,Rarity,14,Inhabitant,Sindarin F
1957,Planet,Sindari North,Rarity,36,Inhabitant,Gredican F
1958,Planet,Sindari North,Rarity,12,Inhabitant,Kitan M
1959,Planet,Sindari North,Rarity,13,Inhabitant,Minasan F
1960,Planet,Sindari North,Rarity,13,Inhabitant,Ozaran M
1961,Planet,Sindari South,Rarity,30,Inhabitant,Zandoan F
1962,Planet,Sindari South,Rarity,15,Inhabitant,Ozaran F
1963,Planet,Sindari South,Rarity,31,Inhabitant,Cruthan M
1964,Planet,Sindari North,Rarity,11,Inhabitant,Sindarin F
1965,Planet,Sindari North,Rarity,34,Inhabitant,Ozaran M
1966,Planet,Sindari South,Rarity,21,Inhabitant,Cristallian F
1967,Planet,Sindari North,Rarity,22,Inhabitant,Minasan M
1968,Planet,Sindari North,Rarity,18,Inhabitant,Sindarin F
1969,Planet,Sindari South,Rarity,9,Inhabitant,Sindarin M
1970,Planet,Sindari North,Rarity,12,Inhabitant,Kitan F
1971,Planet,Sindari South,Rarity,28,Inhabitant,Lusan F
1972,Planet,Sindari South,Rarity,6,Inhabitant,Sindarin F
1973,Planet,Sindari South,Rarity,16,Inhabitant,Sindarin F
1974,Planet,Sindari South,Rarity,1,Inhabitant,Cristallian F
1975,Planet,Sindari South,Rarity,32,Inhabitant,Gredican M
1976,Planet,Sindari North,Rarity,34,Inhabitant,Minasan M
1977,Planet,Sindari South,Rarity,18,Inhabitant,Cristallian M
1978,Planet,Sindari North,Rarity,4,Inhabitant,Ozaran M
1979,Planet,Sindari North,Rarity,8,Inhabitant,Cruthan F
1980,Planet,Sindari North,Rarity,20,Inhabitant,Kitan F
1981,Planet,Sindari South,Rarity,17,Inhabitant,Minasan M
1982,Planet,Sindari South,Rarity,21,Inhabitant,Kitan F
1983,Planet,Sindari South,Rarity,7,Inhabitant,Ozaran F
1984,Planet,Sindari North,Rarity,29,Inhabitant,Cruthan F
1985,Planet,Sindari South,Rarity,24,Inhabitant,Pampan M
1986,Planet,Sindari North,Rarity,14,Inhabitant,Sindarin F
1987,Planet,Sindari South,Rarity,4,Inhabitant,Ozaran M
1988,Planet,Sindari South,Rarity,35,Inhabitant,Ozaran F
1989,Planet,Sindari South,Rarity,9,Inhabitant,Sindarin F
1990,Planet,Sindari North,Rarity,9,Inhabitant,Gredican F
1991,Planet,Sindari North,Rarity,26,Inhabitant,Ozaran M
1992,Planet,Sindari South,Rarity,13,Inhabitant,Lusan F
1993,Planet,Sindari South,Rarity,8,Inhabitant,Minasan M
1994,Planet,Sindari North,Rarity,10,Inhabitant,Zandoan M
1995,Planet,Sindari South,Rarity,26,Inhabitant,Gredican M
1996,Planet,Sindari North,Rarity,2,Inhabitant,Ozaran F
1997,Planet,Sindari North,Rarity,11,Inhabitant,Gredican F
1998,Planet,Sindari North,Rarity,33,Inhabitant,Gredican F
1999,Planet,Sindari South,Rarity,16,Inhabitant,Cruthan F
2000,Planet,Sindari North,Rarity,13,Inhabitant,Cristallian F
2001,Planet,Zando North,Rarity,28,Inhabitant,Minasan M
2002,Planet,Zando North,Rarity,23,Inhabitant,Ozaran M
2003,Planet,Zando North,Rarity,6,Inhabitant,Ozaran F
2004,Planet,Zando South,Rarity,5,Inhabitant,Cristallian F
2005,Planet,Zando South,Rarity,5,Inhabitant,Lusan F
2006,Planet,Zando North,Rarity,22,Inhabitant,Cruthan M
2007,Planet,Zando South,Rarity,27,Inhabitant,Lusan F
2008,Planet,Zando South,Rarity,31,Inhabitant,Kitan F
2009,Planet,Zando South,Rarity,20,Inhabitant,Pampan F
2010,Planet,Zando South,Rarity,23,Inhabitant,Lusan F
2011,Planet,Zando South,Rarity,16,Inhabitant,Pampan M
2012,Planet,Zando North,Rarity,17,Inhabitant,Gredican F
2013,Planet,Zando South,Rarity,3,Inhabitant,Minasan M
2014,Planet,Zando North,Rarity,3,Inhabitant,Sindarin F
2015,Planet,Zando North,Rarity,11,Inhabitant,Pampan M
2016,Planet,Zando South,Rarity,2,Inhabitant,Cristallian M
2017,Planet,Zando North,Rarity,17,Inhabitant,Lusan F
2018,Planet,Zando South,Rarity,16,Inhabitant,Zandoan M
2019,Planet,Zando North,Rarity,3,Inhabitant,Cristallian F
2020,Planet,Zando South,Rarity,24,Inhabitant,Zandoan F
2021,Planet,Zando North,Rarity,11,Inhabitant,Lusan F
2022,Planet,Zando North,Rarity,5,Inhabitant,Ozaran F
2023,Planet,Zando South,Rarity,23,Inhabitant,Ozaran M
2024,Planet,Zando South,Rarity,9,Inhabitant,Cruthan M
2025,Planet,Zando South,Rarity,20,Inhabitant,Pampan M
2026,Planet,Zando South,Rarity,30,Inhabitant,Ozaran M
2027,Planet,Zando North,Rarity,8,Inhabitant,Gredican F
2028,Planet,Zando North,Rarity,10,Inhabitant,Ozaran F
2029,Planet,Zando North,Rarity,28,Inhabitant,Zandoan F
2030,Planet,Zando South,Rarity,34,Inhabitant,Lusan F
2031,Planet,Zando North,Rarity,19,Inhabitant,Sindarin M
2032,Planet,Zando South,Rarity,6,Inhabitant,Gredican M
2033,Planet,Zando North,Rarity,5,Inhabitant,Lusan M
2034,Planet,Zando North,Rarity,16,Inhabitant,Cristallian F
2035,Planet,Zando South,Rarity,8,Inhabitant,Minasan F
2036,Planet,Zando South,Rarity,24,Inhabitant,Sindarin M
2037,Planet,Zando South,Rarity,7,Inhabitant,Minasan M
2038,Planet,Zando South,Rarity,18,Inhabitant,Lusan M
2039,Planet,Zando North,Rarity,16,Inhabitant,Cristallian M
2040,Planet,Zando South,Rarity,3,Inhabitant,Minasan F
2041,Planet,Zando South,Rarity,7,Inhabitant,Sindarin F
2042,Planet,Zando North,Rarity,6,Inhabitant,Pampan F
2043,Planet,Zando North,Rarity,8,Inhabitant,Cruthan M
2044,Planet,Zando North,Rarity,25,Inhabitant,Zandoan M
2045,Planet,Zando South,Rarity,8,Inhabitant,Sindarin F
2046,Planet,Zando North,Rarity,7,Inhabitant,Zandoan F
2047,Planet,Zando South,Rarity,29,Inhabitant,Sindarin F
2048,Planet,Zando South,Rarity,3,Inhabitant,Kitan F
2049,Planet,Zando North,Rarity,1,Inhabitant,Pampan M
2050,Planet,Zando North,Rarity,30,Inhabitant,Sindarin M
2051,Planet,Zando South,Rarity,18,Inhabitant,Kitan M
2052,Planet,Zando South,Rarity,4,Inhabitant,Lusan F
2053,Planet,Zando South,Rarity,5,Inhabitant,Minasan M
2054,Planet,Zando North,Rarity,1,Inhabitant,Cruthan F
2055,Planet,Zando North,Rarity,1,Inhabitant,Cruthan M
2056,Planet,Zando North,Rarity,14,Inhabitant,Lusan M
2057,Planet,Zando North,Rarity,28,Inhabitant,Minasan F
2058,Planet,Zando North,Rarity,9,Inhabitant,Pampan F
2059,Planet,Zando South,Rarity,2,Inhabitant,Pampan F
2060,Planet,Zando North,Rarity,17,Inhabitant,Ozaran F
2061,Planet,Zando North,Rarity,5,Inhabitant,Kitan F
2062,Planet,Zando South,Rarity,7,Inhabitant,Cristallian M
2063,Planet,Zando South,Rarity,13,Inhabitant,Cruthan F
2064,Planet,Zando South,Rarity,12,Inhabitant,Zandoan M
2065,Planet,Zando South,Rarity,22,Inhabitant,Cristallian F
2066,Planet,Zando North,Rarity,13,Inhabitant,Pampan F
2067,Planet,Zando North,Rarity,11,Inhabitant,Lusan M
2068,Planet,Zando North,Rarity,40,Inhabitant,Minasan F
2069,Planet,Zando South,Rarity,18,Inhabitant,Kitan M
2070,Planet,Zando North,Rarity,7,Inhabitant,Ozaran M
2071,Planet,Zando South,Rarity,5,Inhabitant,Minasan F
2072,Planet,Zando North,Rarity,22,Inhabitant,Pampan F
2073,Planet,Zando South,Rarity,6,Inhabitant,Ozaran M
2074,Planet,Zando North,Rarity,12,Inhabitant,Pampan M
2075,Planet,Zando North,Rarity,28,Inhabitant,Zandoan M
2076,Planet,Zando South,Rarity,7,Inhabitant,Ozaran M
2077,Planet,Zando South,Rarity,27,Inhabitant,Kitan M
2078,Planet,Zando South,Rarity,22,Inhabitant,Cristallian F
2079,Planet,Zando North,Rarity,28,Inhabitant,Pampan M
2080,Planet,Zando South,Rarity,6,Inhabitant,Gredican M
2081,Planet,Zando South,Rarity,17,Inhabitant,Lusan F
2082,Planet,Zando North,Rarity,2,Inhabitant,Gredican M
2083,Planet,Zando South,Rarity,7,Inhabitant,Cruthan M
2084,Planet,Zando North,Rarity,14,Inhabitant,Gredican F
2085,Planet,Zando South,Rarity,14,Inhabitant,Gredican M
2086,Planet,Zando North,Rarity,8,Inhabitant,Sindarin F
2087,Planet,Zando South,Rarity,2,Inhabitant,Lusan F
2088,Planet,Zando North,Rarity,5,Inhabitant,Pampan M
2089,Planet,Zando North,Rarity,33,Inhabitant,Ozaran M
2090,Planet,Zando North,Rarity,24,Inhabitant,Minasan F
2091,Planet,Zando South,Rarity,16,Inhabitant,Minasan M
2092,Planet,Zando South,Rarity,15,Inhabitant,Gredican M
2093,Planet,Zando South,Rarity,25,Inhabitant,Cristallian F
2094,Planet,Zando South,Rarity,5,Inhabitant,Kitan M
2095,Planet,Zando North,Rarity,29,Inhabitant,Cruthan F
2096,Planet,Zando South,Rarity,3,Inhabitant,Kitan M
2097,Planet,Zando North,Rarity,5,Inhabitant,Minasan F
2098,Planet,Zando North,Rarity,6,Inhabitant,Sindarin M
2099,Planet,Zando North,Rarity,16,Inhabitant,Kitan M
2100,Planet,Zando South,Rarity,4,Inhabitant,Ozaran M
2101,Planet,Zando South,Rarity,6,Inhabitant,Minasan F
2102,Planet,Zando South,Rarity,14,Inhabitant,Lusan M
2103,Planet,Zando North,Rarity,9,Inhabitant,Cruthan F
2104,Planet,Zando South,Rarity,4,Inhabitant,Zandoan F
2105,Planet,Zando South,Rarity,12,Inhabitant,Zandoan F
2106,Planet,Zando North,Rarity,21,Inhabitant,Gredican M
2107,Planet,Zando South,Rarity,13,Inhabitant,Cruthan M
2108,Planet,Zando North,Rarity,23,Inhabitant,Minasan F
2109,Planet,Zando South,Rarity,14,Inhabitant,Zandoan F
2110,Planet,Zando North,Rarity,2,Inhabitant,Zandoan M
2111,Planet,Zando South,Rarity,17,Inhabitant,Sindarin M
2112,Planet,Zando South,Rarity,16,Inhabitant,Kitan M
2113,Planet,Zando North,Rarity,20,Inhabitant,Kitan F
2114,Planet,Zando North,Rarity,24,Inhabitant,Sindarin F
2115,Planet,Zando North,Rarity,11,Inhabitant,Cruthan F
2116,Planet,Zando South,Rarity,2,Inhabitant,Pampan M
2117,Planet,Zando South,Rarity,34,Inhabitant,Cruthan F
2118,Planet,Zando North,Rarity,10,Inhabitant,Gredican F
2119,Planet,Zando South,Rarity,15,Inhabitant,Kitan F
2120,Planet,Zando South,Rarity,37,Inhabitant,Cristallian M
2121,Planet,Zando South,Rarity,8,Inhabitant,Kitan F
2122,Planet,Zando North,Rarity,30,Inhabitant,Lusan F
2123,Planet,Zando South,Rarity,22,Inhabitant,Kitan F
2124,Planet,Zando North,Rarity,1,Inhabitant,Zandoan F
2125,Planet,Zando South,Rarity,19,Inhabitant,Sindarin F
2126,Planet,Zando South,Rarity,24,Inhabitant,Kitan M
2127,Planet,Zando South,Rarity,12,Inhabitant,Gredican F
2128,Planet,Zando North,Rarity,12,Inhabitant,Sindarin F
2129,Planet,Zando North,Rarity,4,Inhabitant,Zandoan M
2130,Planet,Zando South,Rarity,4,Inhabitant,Ozaran F
2131,Planet,Zando North,Rarity,5,Inhabitant,Zandoan F
2132,Planet,Zando South,Rarity,22,Inhabitant,Cruthan M
2133,Planet,Zando North,Rarity,23,Inhabitant,Ozaran F
2134,Planet,Zando South,Rarity,11,Inhabitant,Lusan M
2135,Planet,Zando South,Rarity,11,Inhabitant,Pampan F
2136,Planet,Zando North,Rarity,22,Inhabitant,Zandoan M
2137,Planet,Zando North,Rarity,17,Inhabitant,Pampan M
2138,Planet,Zando South,Rarity,12,Inhabitant,Zandoan M
2139,Planet,Zando South,Rarity,9,Inhabitant,Sindarin F
2140,Planet,Zando North,Rarity,22,Inhabitant,Cristallian M
2141,Planet,Zando North,Rarity,6,Inhabitant,Cruthan M
2142,Planet,Zando North,Rarity,4,Inhabitant,Ozaran M
2143,Planet,Zando South,Rarity,20,Inhabitant,Minasan M
2144,Planet,Zando North,Rarity,18,Inhabitant,Kitan M
2145,Planet,Zando South,Rarity,2,Inhabitant,Ozaran F
2146,Planet,Zando South,Rarity,4,Inhabitant,Lusan M
2147,Planet,Zando South,Rarity,11,Inhabitant,Zandoan F
2148,Planet,Zando South,Rarity,13,Inhabitant,Cristallian F
2149,Planet,Zando South,Rarity,1,Inhabitant,Lusan M
2150,Planet,Zando South,Rarity,19,Inhabitant,Lusan F
2151,Planet,Zando South,Rarity,4,Inhabitant,Sindarin M
2152,Planet,Zando North,Rarity,2,Inhabitant,Zandoan F
2153,Planet,Zando South,Rarity,2,Inhabitant,Lusan M
2154,Planet,Zando South,Rarity,18,Inhabitant,Pampan M
2155,Planet,Zando North,Rarity,25,Inhabitant,Cruthan F
2156,Planet,Zando North,Rarity,4,Inhabitant,Minasan M
2157,Planet,Zando North,Rarity,28,Inhabitant,Sindarin F
2158,Planet,Zando South,Rarity,23,Inhabitant,Cruthan M
2159,Planet,Zando South,Rarity,5,Inhabitant,Zandoan F
2160,Planet,Zando North,Rarity,9,Inhabitant,Kitan F
2161,Planet,Zando South,Rarity,11,Inhabitant,Minasan F
2162,Planet,Zando North,Rarity,11,Inhabitant,Gredican F
2163,Planet,Zando South,Rarity,28,Inhabitant,Sindarin F
2164,Planet,Zando South,Rarity,5,Inhabitant,Kitan F
2165,Planet,Zando South,Rarity,19,Inhabitant,Pampan F
2166,Planet,Zando South,Rarity,9,Inhabitant,Gredican F
2167,Planet,Zando North,Rarity,23,Inhabitant,Zandoan M
2168,Planet,Zando North,Rarity,23,Inhabitant,Pampan M
2169,Planet,Zando North,Rarity,11,Inhabitant,Sindarin M
2170,Planet,Zando North,Rarity,25,Inhabitant,Pampan F
2171,Planet,Zando North,Rarity,25,Inhabitant,Lusan F
2172,Planet,Zando North,Rarity,28,Inhabitant,Lusan M
2173,Planet,Zando North,Rarity,4,Inhabitant,Cruthan F
2174,Planet,Zando North,Rarity,20,Inhabitant,Cristallian F
2175,Planet,Zando North,Rarity,29,Inhabitant,Gredican F
2176,Planet,Zando North,Rarity,19,Inhabitant,Lusan F
2177,Planet,Zando North,Rarity,34,Inhabitant,Pampan M
2178,Planet,Zando North,Rarity,9,Inhabitant,Minasan F
2179,Planet,Zando South,Rarity,4,Inhabitant,Sindarin M
2180,Planet,Zando South,Rarity,3,Inhabitant,Cruthan M
2181,Planet,Zando North,Rarity,4,Inhabitant,Lusan M
2182,Planet,Zando North,Rarity,9,Inhabitant,Pampan M
2183,Planet,Zando North,Rarity,7,Inhabitant,Lusan F
2184,Planet,Zando South,Rarity,8,Inhabitant,Pampan F
2185,Planet,Zando North,Rarity,22,Inhabitant,Cruthan M
2186,Planet,Zando South,Rarity,2,Inhabitant,Minasan F
2187,Planet,Zando North,Rarity,6,Inhabitant,Minasan M
2188,Planet,Zando North,Rarity,27,Inhabitant,Cruthan F
2189,Planet,Zando North,Rarity,24,Inhabitant,Kitan M
2190,Planet,Zando South,Rarity,12,Inhabitant,Lusan F
2191,Planet,Zando South,Rarity,10,Inhabitant,Sindarin F
2192,Planet,Zando South,Rarity,1,Inhabitant,Kitan F
2193,Planet,Zando South,Rarity,35,Inhabitant,Lusan M
2194,Planet,Zando North,Rarity,4,Inhabitant,Kitan F
2195,Planet,Zando North,Rarity,2,Inhabitant,Ozaran M
2196,Planet,Zando South,Rarity,14,Inhabitant,Gredican F
2197,Planet,Zando North,Rarity,17,Inhabitant,Gredican M
2198,Planet,Zando North,Rarity,16,Inhabitant,Kitan F
2199,Planet,Zando South,Rarity,19,Inhabitant,Zandoan F
2200,Planet,Zando North,Rarity,13,Inhabitant,Sindarin F
2201,Planet,Zando South,Rarity,17,Inhabitant,Gredican F
2202,Planet,Zando South,Rarity,14,Inhabitant,Gredican M
2203,Planet,Zando North,Rarity,26,Inhabitant,Pampan M
2204,Planet,Zando North,Rarity,14,Inhabitant,Zandoan M
2205,Planet,Zando South,Rarity,25,Inhabitant,Pampan F
2206,Planet,Zando South,Rarity,17,Inhabitant,Sindarin M
2207,Planet,Zando North,Rarity,2,Inhabitant,Zandoan F
2208,Planet,Zando North,Rarity,20,Inhabitant,Minasan F
2209,Planet,Zando South,Rarity,14,Inhabitant,Cristallian M
2210,Planet,Zando South,Rarity,1,Inhabitant,Gredican M
2211,Planet,Zando South,Rarity,29,Inhabitant,Pampan F
2212,Planet,Zando North,Rarity,20,Inhabitant,Cruthan F
2213,Planet,Zando North,Rarity,18,Inhabitant,Ozaran M
2214,Planet,Zando South,Rarity,5,Inhabitant,Pampan M
2215,Planet,Zando North,Rarity,14,Inhabitant,Kitan M
2216,Planet,Zando North,Rarity,5,Inhabitant,Cristallian M
2217,Planet,Zando South,Rarity,17,Inhabitant,Gredican F
2218,Planet,Zando North,Rarity,32,Inhabitant,Sindarin M
2219,Planet,Zando North,Rarity,3,Inhabitant,Kitan M
2220,Planet,Zando South,Rarity,10,Inhabitant,Minasan F
2221,Planet,Zando South,Rarity,18,Inhabitant,Pampan F
2222,Planet,Zando North,Rarity,3,Inhabitant,Lusan M
2223,Planet,Zando South,Rarity,30,Inhabitant,Zandoan F
2224,Planet,Zando North,Rarity,22,Inhabitant,Ozaran M
2225,Planet,Zando North,Rarity,2,Inhabitant,Kitan M
2226,Planet,Zando North,Rarity,5,Inhabitant,Cristallian F
2227,Planet,Zando South,Rarity,40,Inhabitant,Cruthan M
2228,Planet,Zando South,Rarity,21,Inhabitant,Pampan F
2229,Planet,Zando North,Rarity,6,Inhabitant,Lusan M
2230,Planet,Zando North,Rarity,13,Inhabitant,Cristallian M
2231,Planet,Zando South,Rarity,33,Inhabitant,Ozaran F
2232,Planet,Zando South,Rarity,14,Inhabitant,Zandoan M
2233,Planet,Zando North,Rarity,31,Inhabitant,Gredican F
2234,Planet,Zando South,Rarity,2,Inhabitant,Ozaran F
2235,Planet,Zando South,Rarity,16,Inhabitant,Cristallian F
2236,Planet,Zando South,Rarity,4,Inhabitant,Ozaran F
2237,Planet,Zando South,Rarity,1,Inhabitant,Lusan F
2238,Planet,Zando North,Rarity,19,Inhabitant,Lusan M
2239,Planet,Zando South,Rarity,14,Inhabitant,Cruthan M
2240,Planet,Zando South,Rarity,3,Inhabitant,Ozaran M
2241,Planet,Zando South,Rarity,19,Inhabitant,Minasan M
2242,Planet,Zando North,Rarity,31,Inhabitant,Sindarin F
2243,Planet,Zando South,Rarity,26,Inhabitant,Sindarin F
2244,Planet,Zando South,Rarity,13,Inhabitant,Gredican M
2245,Planet,Zando South,Rarity,25,Inhabitant,Ozaran M
2246,Planet,Zando North,Rarity,17,Inhabitant,Zandoan M
2247,Planet,Zando South,Rarity,35,Inhabitant,Cristallian M
2248,Planet,Zando South,Rarity,21,Inhabitant,Kitan M
2249,Planet,Zando North,Rarity,7,Inhabitant,Gredican F
2250,Planet,Zando South,Rarity,13,Inhabitant,Ozaran F
2251,Planet,Zando North,Rarity,13,Inhabitant,Cruthan F
2252,Planet,Zando North,Rarity,12,Inhabitant,Pampan F
2253,Planet,Zando South,Rarity,7,Inhabitant,Zandoan F
2254,Planet,Zando South,Rarity,23,Inhabitant,Sindarin F
2255,Planet,Zando North,Rarity,12,Inhabitant,Ozaran F
2256,Planet,Zando North,Rarity,7,Inhabitant,Ozaran F
2257,Planet,Zando North,Rarity,14,Inhabitant,Cruthan F
2258,Planet,Zando South,Rarity,32,Inhabitant,Pampan M
2259,Planet,Zando North,Rarity,9,Inhabitant,Sindarin M
2260,Planet,Zando North,Rarity,14,Inhabitant,Cristallian F
2261,Planet,Zando North,Rarity,6,Inhabitant,Minasan F
2262,Planet,Zando North,Rarity,7,Inhabitant,Cristallian F
2263,Planet,Zando South,Rarity,7,Inhabitant,Minasan F
2264,Planet,Zando South,Rarity,17,Inhabitant,Sindarin F
2265,Planet,Zando North,Rarity,4,Inhabitant,Kitan F
2266,Planet,Zando South,Rarity,33,Inhabitant,Kitan F
2267,Planet,Zando South,Rarity,16,Inhabitant,Gredican M
2268,Planet,Zando South,Rarity,1,Inhabitant,Lusan F
2269,Planet,Zando North,Rarity,25,Inhabitant,Cruthan F
2270,Planet,Zando North,Rarity,13,Inhabitant,Lusan M
2271,Planet,Zando South,Rarity,13,Inhabitant,Pampan M
2272,Planet,Zando North,Rarity,13,Inhabitant,Cruthan F
2273,Planet,Zando South,Rarity,4,Inhabitant,Zandoan M
2274,Planet,Zando South,Rarity,12,Inhabitant,Minasan M
2275,Planet,Zando South,Rarity,31,Inhabitant,Cristallian M
2276,Planet,Zando North,Rarity,3,Inhabitant,Pampan M
2277,Planet,Zando North,Rarity,2,Inhabitant,Kitan F
2278,Planet,Zando South,Rarity,16,Inhabitant,Lusan M
2279,Planet,Zando South,Rarity,25,Inhabitant,Cristallian M
2280,Planet,Zando North,Rarity,4,Inhabitant,Sindarin M
2281,Planet,Zando South,Rarity,26,Inhabitant,Ozaran M
2282,Planet,Zando North,Rarity,12,Inhabitant,Kitan F
2283,Planet,Zando North,Rarity,24,Inhabitant,Ozaran F
2284,Planet,Zando South,Rarity,23,Inhabitant,Pampan M
2285,Planet,Zando South,Rarity,17,Inhabitant,Ozaran F
2286,Planet,Zando South,Rarity,14,Inhabitant,Ozaran F
2287,Planet,Zando North,Rarity,11,Inhabitant,Ozaran M
2288,Planet,Zando North,Rarity,1,Inhabitant,Ozaran M
2289,Planet,Zando North,Rarity,31,Inhabitant,Sindarin M
2290,Planet,Zando North,Rarity,17,Inhabitant,Gredican F
2291,Planet,Zando North,Rarity,7,Inhabitant,Sindarin F
2292,Planet,Zando North,Rarity,32,Inhabitant,Cruthan F
2293,Planet,Zando South,Rarity,22,Inhabitant,Sindarin M
2294,Planet,Zando North,Rarity,22,Inhabitant,Sindarin M
2295,Planet,Zando South,Rarity,35,Inhabitant,Cruthan M
2296,Planet,Zando South,Rarity,10,Inhabitant,Pampan M
2297,Planet,Zando North,Rarity,17,Inhabitant,Cruthan F
2298,Planet,Zando South,Rarity,14,Inhabitant,Pampan F
2299,Planet,Zando North,Rarity,5,Inhabitant,Kitan M
2300,Planet,Zando South,Rarity,11,Inhabitant,Sindarin M
